loss,pred_loss,mmd
1.1965638548135757,1.1965638548135757,0.0
0.5894210729748011,0.5894210729748011,0.0
0.2723595127463341,0.2723595127463341,0.0
0.1746110343374312,0.1746110343374312,0.0
0.1306770807132125,0.1306770807132125,0.0
0.09654539020266384,0.09654539020266384,0.0
0.09166977822314948,0.09166977822314948,0.0
0.09954085983918048,0.09954085983918048,0.0
0.071777966877562,0.071777966877562,0.0
0.07738454366335645,0.07738454366335645,0.0
0.043521076418983284,0.043521076418983284,0.0
0.00813809239116381,0.00813809239116381,0.0
0.00973404349770135,0.00973404349770135,0.0
0.012080472271918552,0.012080472271918552,0.0
0.029614357110403944,0.029614357110403944,0.0
0.01395000656339107,0.01395000656339107,0.0
0.007275873223079543,0.007275873223079543,0.0
0.01213910408114316,0.01213910408114316,0.0
0.021027344556387106,0.021027344556387106,0.0
0.010831160082716451,0.010831160082716451,0.0
0.0025317823274235707,0.0025317823274235707,0.0
0.0016688538867128955,0.0016688538867128955,0.0
0.008325957252964145,0.008325957252964145,0.0
0.0080129346342801,0.0080129346342801,0.0
0.002125026338717362,0.002125026338717362,0.0
0.0007647200384326425,0.0007647200384326425,0.0
0.00521729244155722,0.00521729244155722,0.0
0.005619256461613986,0.005619256461613986,0.0
0.0060319917415654345,0.0060319917415654345,0.0
0.002564677837654017,0.002564677837654017,0.0
0.002177756707169465,0.002177756707169465,0.0
0.004339388704920566,0.004339388704920566,0.0
0.0046591750390234665,0.0046591750390234665,0.0
0.0025931811751433997,0.0025931811751433997,0.0
0.000996907502326394,0.000996907502326394,0.0
0.0025155624407489086,0.0025155624407489086,0.0
0.00042722607054201944,0.00042722607054201944,0.0
0.0006660594674485765,0.0006660594674485765,0.0
0.0019280677956885484,0.0019280677956885484,0.0
0.0007427808284319326,0.0007427808284319326,0.0
0.001289823095930842,0.001289823095930842,0.0
0.0019040402485188679,0.0019040402485188679,0.0
0.0003036870348296361,0.0003036870348296361,0.0
0.0012424348407193975,0.0012424348407193975,0.0
0.0007410144485220371,0.0007410144485220371,0.0
0.00025806870803535276,0.00025806870803535276,0.0
0.001901959782458107,0.001901959782458107,0.0
0.00026797253212862415,0.00026797253212862415,0.0
0.0015247862564820025,0.0015247862564820025,0.0
0.0010912958496192005,0.0010912958496192005,0.0
